/kaggle/input/5-flower-types-classification-dataset/flower_images/Lotus/093ed8029f.jpg,Lotus
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/783740dabc.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/f91cc2ae21.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/b5bf2ba1c3.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/2dcf75cc39.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/01c0ec8fe0.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/87576e716c.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/4917fe94db.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/0da98adfa1.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/d16a73129f.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/cc01910218.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/d0e57c1fb2.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/7a8fcd6c89.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/4a56cc2ec2.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/87b7c8c3b9.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/384f5a6054.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/b6d59ee1eb.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/df41da21ea.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/b4d57b86d3.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/82b724350e.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/12ba81029d.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/ff2e5b47bb.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/6934988bce.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lotus/578068da89.jpg,Lotus
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/86d3671b3c.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/347b9207d6.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/81d6b167e6.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/ce98327eb8.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/08bc99c690.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/2adbb88364.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/1557e7bc6e.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lotus/9971471588.jpg,Lotus
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/9087c8076d.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/e8b2c9ba87.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/7dc25a962d.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/c4a45bf3bc.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/c74502afb4.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/6da8ac8608.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/a65ec2affd.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/066ac18e1d.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/5a3cd8f952.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/8f72f50f8c.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lotus/da744bd81a.jpg,Lotus
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/d604dca24e.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Orchid/1ab7521586.jpg,Orchid
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/1ee9523f97.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Sunflower/bb73826bfc.jpg,Sunflower
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/ea14b2ed9b.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lotus/26ab2dda9d.jpg,Lotus
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/e663fc7ddc.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/74862b6353.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Tulip/b5c223343a.jpg,Tulip
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lotus/3ed0f9f6f4.jpg,Lotus
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/097c54d702.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/7210ea9bbc.jpg,Lilly
/kaggle/input/5-flower-types-classification-dataset/flower_images/Lilly/749412e02d.jpg,Lilly
